ID,Pred
2018_1104_1112,0.6453982695510554
2018_1104_1113,0.3847964634029092
2018_1104_1116,0.6414395936559585
2018_1104_1120,0.6564218217039337
2018_1104_1137,0.2643496076858295
2018_1104_1138,0.4222205728733974
2018_1104_1139,0.6414395936559585
2018_1104_1153,0.6843339319386088
2018_1104_1155,0.6514553787509135
2018_1104_1158,0.24917433610647496
2018_1104_1166,0.6414395936559585
2018_1104_1168,0.21407247644543176
2018_1104_1172,0.3870769329320746
2018_1104_1181,0.7057666065104139
2018_1104_1196,0.6564218217039337
2018_1104_1199,0.6265912105736625
2018_1104_1209,0.28227816854854276
2018_1104_1211,0.6857722973556976
2018_1104_1222,0.6453982695510554
2018_1104_1233,0.24472284157129212
2018_1104_1242,0.6857722973556976
2018_1104_1243,0.6250736078060598
2018_1104_1246,0.6517036882702673
2018_1104_1252,0.15976213143665696
2018_1104_1254,0.113397046215291
2018_1104_1260,0.5567637396538021
2018_1104_1267,0.25704318856549135
2018_1104_1274,0.6414395936559585
2018_1104_1276,0.6857722973556976
2018_1104_1277,0.681476789081466
2018_1104_1281,0.5406934782158936
2018_1104_1285,0.3557038184746863
2018_1104_1293,0.3463815154047291
2018_1104_1300,0.09339704621529102
2018_1104_1301,0.5463470729871355
2018_1104_1305,0.6414395936559585
2018_1104_1308,0.37447577686271055
2018_1104_1314,0.6857722973556976
2018_1104_1326,0.6441537914493263
2018_1104_1328,0.5466653275054927
2018_1104_1335,0.24335644806403006
2018_1104_1344,0.4106640822376363
2018_1104_1345,0.6857722973556976
2018_1104_1347,0.08338946682050082
2018_1104_1348,0.5614678661829849
2018_1104_1355,0.3521789022465749
2018_1104_1361,0.5107158875259671
2018_1104_1371,0.6378264068427717
2018_1104_1372,0.25704318856549135
2018_1104_1382,0.3463815154047291
2018_1104_1393,0.3847964634029092
2018_1104_1395,0.6564218217039337
2018_1104_1397,0.6760659272714931
2018_1104_1400,0.630258792991245
2018_1104_1401,0.6414395936559585
2018_1104_1403,0.6742178576088453
2018_1104_1411,0.113397046215291
2018_1104_1417,0.5266264925699606
2018_1104_1420,0.08338946682050082
2018_1104_1422,0.32356180497655784
2018_1104_1437,0.7134688445962836
2018_1104_1438,0.7134688445962836
2018_1104_1439,0.6427512819676466
2018_1104_1452,0.6652722764778422
2018_1104_1455,0.6441537914493263
2018_1104_1460,0.24472284157129212
2018_1104_1462,0.6652722764778422
2018_1112_1113,0.33345036276080947
2018_1112_1116,0.3268947618643539
2018_1112_1120,0.3836673231599391
2018_1112_1137,0.25296167772280487
2018_1112_1138,0.32119475797553326
2018_1112_1139,0.3268947618643539
2018_1112_1153,0.6576507362233805
2018_1112_1155,0.37853287130978974
2018_1112_1158,0.2941024956829576
2018_1112_1166,0.3268947618643539
2018_1112_1168,0.09830425488091171
2018_1112_1172,0.33592515606591133
2018_1112_1181,0.6444629632976162
2018_1112_1196,0.3836673231599391
2018_1112_1199,0.33169209021235113
2018_1112_1209,0.2694504304631615
2018_1112_1211,0.6058713097972327
2018_1112_1222,0.45793064630341734
2018_1112_1233,0.11118248689468313
2018_1112_1242,0.6058713097972327
2018_1112_1243,0.31960875687901774
2018_1112_1246,0.5411218317067105
2018_1112_1252,0.09830425488091171
2018_1112_1254,0.1341113319295767
2018_1112_1260,0.34510797071549576
2018_1112_1267,0.2618370289657667
2018_1112_1274,0.3268947618643539
2018_1112_1276,0.6087367504219345
2018_1112_1277,0.6576507362233805
2018_1112_1281,0.3259224954812253
2018_1112_1285,0.2985558244153442
2018_1112_1293,0.3309550818459696
2018_1112_1300,0.113397046215291
2018_1112_1301,0.3259224954812253
2018_1112_1305,0.3268947618643539
2018_1112_1308,0.34322674336749864
2018_1112_1314,0.6094844981696823
2018_1112_1326,0.3926478205660968
2018_1112_1328,0.3762092174529687
2018_1112_1335,0.1817624923831921
2018_1112_1344,0.37668345975070594
2018_1112_1345,0.6591683389909833
2018_1112_1347,0.13901171770793977
2018_1112_1348,0.3323996373821624
2018_1112_1355,0.2794202101346857
2018_1112_1361,0.3762092174529687
2018_1112_1371,0.33752594645107964
2018_1112_1372,0.2618370289657667
2018_1112_1382,0.3309550818459696
2018_1112_1393,0.34322674336749864
2018_1112_1395,0.3895828700555576
2018_1112_1397,0.6086812172364391
2018_1112_1400,0.31960875687901774
2018_1112_1401,0.3268947618643539
2018_1112_1403,0.6290961640467349
2018_1112_1411,0.1341113319295767
2018_1112_1417,0.31842249548122525
2018_1112_1420,0.11835695580317786
2018_1112_1422,0.27123638950670115
2018_1112_1437,0.6351732244706433
2018_1112_1438,0.6351732244706433
2018_1112_1439,0.3219968026806805
2018_1112_1452,0.6142897048586567
2018_1112_1455,0.37960738124894705
2018_1112_1460,0.1824280389873667
2018_1112_1462,0.6142897048586567
2018_1113_1116,0.621460420992873
2018_1113_1120,0.6378264068427717
2018_1113_1137,0.31807747105026485
2018_1113_1138,0.4176249903260908
2018_1113_1139,0.621460420992873
2018_1113_1153,0.7014283945444575
2018_1113_1155,0.6470911246392155
2018_1113_1158,0.24574045535099345
2018_1113_1166,0.621460420992873
2018_1113_1168,0.22927627026742756
2018_1113_1172,0.5378560827068246
2018_1113_1181,0.6897416475565055
2018_1113_1196,0.6378264068427717
2018_1113_1199,0.5970333524933799
2018_1113_1209,0.267785909896448
2018_1113_1211,0.7277364117296944
2018_1113_1222,0.6548090069155278
2018_1113_1233,0.2770442701427207
2018_1113_1242,0.7062299818460447
2018_1113_1243,0.5970333524933799
2018_1113_1246,0.6719518640583848
2018_1113_1252,0.21230777056307878
2018_1113_1254,0.113397046215291
2018_1113_1260,0.594000565608134
2018_1113_1267,0.24574045535099345
2018_1113_1274,0.621460420992873
2018_1113_1276,0.7277364117296944
2018_1113_1277,0.7014283945444575
2018_1113_1281,0.5943139559215243
2018_1113_1285,0.39312387359111317
2018_1113_1293,0.4247907038316244
2018_1113_1300,0.09339704621529102
2018_1113_1301,0.5943139559215243
2018_1113_1305,0.6140446906557944
2018_1113_1308,0.5405446117667739
2018_1113_1314,0.7277364117296944
2018_1113_1326,0.6548090069155278
2018_1113_1328,0.5416999807442712
2018_1113_1335,0.23499773402003687
2018_1113_1344,0.5505833554340974
2018_1113_1345,0.707872838988902
2018_1113_1347,0.08338946682050082
2018_1113_1348,0.5820333524933798
2018_1113_1355,0.44191914958267214
2018_1113_1361,0.5416999807442712
2018_1113_1371,0.6140446906557944
2018_1113_1372,0.24574045535099345
2018_1113_1382,0.4247907038316244
2018_1113_1393,0.5347597914511997
2018_1113_1395,0.6378264068427717
2018_1113_1397,0.6636721889711719
2018_1113_1400,0.5970333524933799
2018_1113_1401,0.621460420992873
2018_1113_1403,0.6770055223045053
2018_1113_1411,0.113397046215291
2018_1113_1417,0.5237370177813082
2018_1113_1420,0.17044087971904529
2018_1113_1422,0.33461742252962123
2018_1113_1437,0.7072416475565056
2018_1113_1438,0.7072416475565056
2018_1113_1439,0.6122085412936249
2018_1113_1452,0.6853838313746121
2018_1113_1455,0.6548090069155278
2018_1113_1460,0.2500758156529629
2018_1113_1462,0.6853838313746121
2018_1116_1120,0.6212241192476416
2018_1116_1137,0.266669085368625
2018_1116_1138,0.33460941486848006
2018_1116_1139,0.522502222842504
2018_1116_1153,0.7129871017877102
2018_1116_1155,0.630108556772868
2018_1116_1158,0.23062789459014543
2018_1116_1166,0.36882006765354747
2018_1116_1168,0.10502362246984452
2018_1116_1172,0.3533910983306804
2018_1116_1181,0.7129871017877102
2018_1116_1196,0.6337458583780764
2018_1116_1199,0.37645342513135577
2018_1116_1209,0.24135236054051223
2018_1116_1211,0.7130185483285907
2018_1116_1222,0.6859170712493303
2018_1116_1233,0.16967691949706784
2018_1116_1242,0.7130185483285907
2018_1116_1243,0.38368073537859443
2018_1116_1246,0.6809170712493304
2018_1116_1252,0.10502362246984452
2018_1116_1254,0.1341113319295767
2018_1116_1260,0.3511720402616718
2018_1116_1267,0.23062789459014543
2018_1116_1274,0.4652989674525726
2018_1116_1276,0.7023635264945297
2018_1116_1277,0.7129871017877102
2018_1116_1281,0.36538256657746127
2018_1116_1285,0.27994108333386325
2018_1116_1293,0.4040215612852268
2018_1116_1300,0.09339704621529102
2018_1116_1301,0.36538256657746127
2018_1116_1305,0.5571786975475319
2018_1116_1308,0.36139109833068034
2018_1116_1314,0.7023635264945297
2018_1116_1326,0.6859170712493303
2018_1116_1328,0.3477229921093762
2018_1116_1335,0.2427337273538729
2018_1116_1344,0.3508837926614811
2018_1116_1345,0.7130185483285907
2018_1116_1347,0.0900561334871675
2018_1116_1348,0.3557015299331432
2018_1116_1355,0.43686702239562997
2018_1116_1361,0.3477229921093762
2018_1116_1371,0.660373640348614
2018_1116_1372,0.23062789459014543
2018_1116_1382,0.39336653945116573
2018_1116_1393,0.36139109833068034
2018_1116_1395,0.6337458583780764
2018_1116_1397,0.6831673316961414
2018_1116_1400,0.37645342513135577
2018_1116_1401,0.522502222842504
2018_1116_1403,0.6831673316961414
2018_1116_1411,0.1341113319295767
2018_1116_1417,0.36538256657746127
2018_1116_1420,0.08182083936952045
2018_1116_1422,0.3058039365500153
2018_1116_1437,0.7085603878397196
2018_1116_1438,0.7085603878397196
2018_1116_1439,0.38998615409780624
2018_1116_1452,0.6695673316961412
2018_1116_1455,0.6859170712493303
2018_1116_1460,0.2542680131689442
2018_1116_1462,0.6695673316961412
2018_1120_1137,0.27315316840318765
2018_1120_1138,0.3200604505082056
2018_1120_1139,0.38217226315396036
2018_1120_1153,0.6959942611686496
2018_1120_1155,0.6279765211739025
2018_1120_1158,0.24398277795362094
2018_1120_1166,0.3738020957638645
2018_1120_1168,0.09830425488091171
2018_1120_1172,0.34175807555635324
2018_1120_1181,0.6959942611686496
2018_1120_1196,0.45565498657801756
2018_1120_1199,0.3353364601865439
2018_1120_1209,0.24398277795362094
2018_1120_1211,0.678255689923257
2018_1120_1222,0.6480406240511257
2018_1120_1233,0.2090677889915773
2018_1120_1242,0.678255689923257
2018_1120_1243,0.3416522496602281
2018_1120_1246,0.6480406240511257
2018_1120_1252,0.09830425488091171
2018_1120_1254,0.1341113319295767
2018_1120_1260,0.35404868273773715
2018_1120_1267,0.24398277795362094
2018_1120_1274,0.3738020957638645
2018_1120_1276,0.6879526596202267
2018_1120_1277,0.7012403291544438
2018_1120_1281,0.34900013904841676
2018_1120_1285,0.30680760385183936
2018_1120_1293,0.3446111633129144
2018_1120_1300,0.113397046215291
2018_1120_1301,0.34900013904841676
2018_1120_1305,0.3627704461717748
2018_1120_1308,0.34175807555635324
2018_1120_1314,0.6879526596202267
2018_1120_1326,0.6194743796944526
2018_1120_1328,0.35023029777857545
2018_1120_1335,0.21510338948768604
2018_1120_1344,0.35023029777857545
2018_1120_1345,0.7012403291544438
2018_1120_1347,0.08682083936952044
2018_1120_1348,0.35784679578774964
2018_1120_1355,0.36665345158326695
2018_1120_1361,0.35023029777857545
2018_1120_1371,0.3627704461717748
2018_1120_1372,0.24398277795362094
2018_1120_1382,0.3446111633129144
2018_1120_1393,0.34175807555635324
2018_1120_1395,0.36306374348101733
2018_1120_1397,0.6457552562548754
2018_1120_1400,0.3353364601865439
2018_1120_1401,0.38217226315396036
2018_1120_1403,0.658695645885187
2018_1120_1411,0.1341113319295767
2018_1120_1417,0.34900013904841676
2018_1120_1420,0.13901171770793977
2018_1120_1422,0.25819836200290663
2018_1120_1437,0.6915917977762068
2018_1120_1438,0.6915917977762068
2018_1120_1439,0.361079111840603
2018_1120_1452,0.7086756698645135
