Season,TeamID,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP,MAS,SAG,POM
2018,1101,69.11111111111111,67.31164444444444,102.71861540590693,106.4087242080389,-10.678962165674584,14.801137846805394,12.436163016298313,53.596107082663,0.5106966174331781,0.34201259610418294,0.2623679574058534,0.7059295324754968,0.4848698680843768,259,276,265
2018,1102,62.96551724137931,64.39017931034482,97.16038185583922,111.10914443775468,-20.588534646631935,15.136776684947412,14.16941055930192,48.80962873343877,0.47456086024166494,0.32645801322074236,0.27119177295240116,0.7141649557414652,0.4734332037920074,225,240,232
2018,1103,70.90322580645162,66.41156129032257,106.75705451753107,109.99572676206348,-12.367239728220655,13.9946185075891,12.486489469993915,54.584869760041755,0.5156999103104696,0.3219765853562314,0.2712760552234453,0.7175344445762132,0.48696725090377174,222,225,258
2018,1104,70.76470588235294,66.73185882352942,105.74238214504486,104.29266922235651,-9.533590526996056,13.469889052172174,11.140236033966815,54.25160805155385,0.5170565006946477,0.42154531303673953,0.2891892446928708,0.6999331884062716,0.5045402182743254,50,46,51
2018,1105,56.54838709677419,65.09543225806452,87.42561328919075,116.10969072691859,-31.253007190595426,12.225352970090576,11.374086854071118,45.58166070300458,0.45261540880171525,0.3245204965268739,0.2985542450475725,0.6774430367933187,0.4740950682103675,350,351,351
2018,1106,65.83870967741936,67.16159999999999,98.06772314883182,115.33472548600189,-22.598621538793818,10.726449743044402,10.432805467057486,47.97885297628676,0.46369342321026796,0.36210183330001794,0.31505796054649376,0.6527119656366819,0.4703199875149332,337,342,339
2018,1107,72.09677419354838,63.745238709677416,112.86070504466409,107.27156701253817,-5.943998567151045,13.700656430643209,13.903120474845839,54.53261777219008,0.5060443778562389,0.3785777437882272,0.3433587479041706,0.7579793119715416,0.5295108131294345,168,152,152
2018,1108,63.214285714285715,66.35588571428572,95.0390870361565,114.20247616804356,-26.54837832487293,12.785974592308774,12.602865572069126,49.363201495181606,0.4860847105816659,0.3432374898994236,0.2776681435355898,0.6694650215548638,0.5065154290826254,339,338,336
2018,1110,66.16666666666667,64.16063999999997,103.1560722624062,112.15689066741244,-14.246504457816718,13.933185416262015,12.995022655304075,54.25919661333937,0.5071474518929134,0.30933873748908364,0.23622122616992466,0.687718063421034,0.4608831395546102,335,325,329
2018,1111,74.3225806451613,68.58178064516129,108.55550096466838,107.31917118811002,-8.412683846880219,12.466819106159944,11.914890415298329,53.88898109608164,0.5007486031603481,0.3716694670167301,0.28709334365045364,0.7424659997785947,0.4797992674447485,213,219,208
2018,1112,78.94117647058823,66.26597647058823,119.0677051183451,105.22822654139307,-5.382050180956477,16.19827560133801,13.409531463430135,59.732834516942724,0.5696926027631771,0.38763958421764805,0.32941742888646025,0.7546695947980337,0.5524369351436318,13,16,21
2018,1113,83.96774193548387,69.50276129032258,120.90002514807314,107.5135022973265,-2.3673343309330104,14.597921785269723,14.086397897114141,59.05655031241488,0.5409914381280875,0.43171257883609054,0.2815203548321673,0.693343260357732,0.5010965610040404,77,49,45
2018,1114,58.233333333333334,64.17152,90.99627329024659,111.03536848704303,-22.150135596198655,13.055746654641121,12.287566337493281,47.27776877453758,0.47928578380328185,0.32693024222083944,0.2862837600916884,0.6928228246753777,0.4900520729195927,307,293,294
2018,1115,63.97142857142857,65.35076571428571,97.17358774281243,107.85634701855633,-18.36495547990794,13.539189926398977,11.685806619665726,51.58269454566382,0.496631477698739,0.372208967492321,0.23570705136970288,0.6295450674510128,0.4764564142196352,310,329,330
2018,1116,79.02941176470588,68.44009411764706,115.00865329373667,110.12023488047645,-10.365606386588363,14.848507937743259,12.946157993914865,55.74109778131922,0.5400155992976918,0.38283712192896435,0.29432344494520574,0.6816124571677183,0.4935498193126564,22,31,37
