Result,SeedDiff,PtsDiff,PosDiff,OffRtgDiff,DefRtgDiff,NetRtgDiff,AstRDiff,TORDiff,TSPDiff,eFGPDiff,FTARDiff,ORPDiff,DRPDiff,RPDiff,MASDiff,SAGDiff,POMDiff
1,0.0,2.2604166666666643,1.3383199999999889,1.1537648399267795,1.4885396857169297,0.4720310285464979,1.4079379211460754,0.26353632591836806,4.6444891627380045,0.03358505398642392,0.1430805274546308,0.01793664541088158,0.04110697237505612,0.03330397357973364,40.0,29.0,26.0
1,-11.0,-4.22004608294931,-2.9335520737326988,-0.18397367473397708,2.180897631376695,1.193059836934264,-4.5488693960367375,-3.338226982045139,-0.1394770091069475,0.0013883709385960064,-0.030145230649118337,0.03900216920186078,-0.017936771763746084,0.02930781439219876,-85.0,-98.0,-90.0
1,-7.0,-4.9375,-5.690999999999995,2.8416462212987312,-1.627661976661372,1.9427634880719173,-0.5075001828453285,0.3410064406950042,2.1379978496375642,-0.003862548776454533,0.07395081851770474,0.02619128685922123,0.027364711117707552,0.032882167248814875,-15.0,-11.0,-8.0
1,-3.0,11.0,4.111127272727273,9.589059118940213,-13.532925843880633,2.2871154990008593,1.3313629583433269,-1.2656665939135436,6.625545774379432,0.056231228342965955,0.043755388544980955,-0.052499930874176426,0.06474735886813832,0.019431797115599614,-41.0,-39.0,-42.0
1,-15.0,7.779411764705884,-0.4518352941176289,11.909303089757742,-10.045068339237034,6.06529294101391,1.1568175213428287,-1.4993071604242516,3.2672680655978183,0.03347173902880596,-0.008657815433427585,0.08403669643601186,-0.026306582523102362,0.03313001471193622,-200.0,-203.0,-178.0
1,-13.0,5.877083333333331,2.017320000000012,5.637663791178056,-7.338362417279654,1.2676778404820044,1.4810771459653065,0.06492180400305436,-1.2230654487489545,-4.713013976342939e-05,-0.004797592434033104,0.08975854772006259,-0.035272659576406906,0.011069760365012504,-128.0,-148.0,-160.0
1,-15.0,12.092691622103388,1.5706352941176647,15.61912919188994,-5.41871762207829,7.849335375170414,2.904983955505884,0.07803935464392886,5.9700547308399265,0.0473323268514374,0.04183670208032936,0.05953513387764259,0.014741927234044994,0.05233393350180493,-156.0,-152.0,-136.0
1,9.0,-1.2570564516128968,-2.582554838709683,2.80031482457818,-12.320127413783425,2.35035117835232,2.165840469762081,-0.3053939232664593,1.7309111440801814,0.028837628410085858,-0.052875339054799186,0.054644800891085754,0.02211709495463221,0.018686988400069104,22.0,34.0,21.0
1,-11.0,7.417972831765937,4.464210658307195,4.10001038315319,1.4692372542842946,1.7409780635354801,1.0921157095937701,2.021692167293942,-2.4344087480336896,-0.03396921143381548,0.08940761420102677,0.05447799139363896,0.028603410291594855,0.012986392928370227,-89.0,-79.0,-58.0
1,1.0,-8.0625,-8.055000000000014,1.4083999777908218,-1.3234542749506915,4.026504058954458,-4.014876029819478,-0.8902490099530471,-0.4619295148054974,-0.027885419378762766,0.05717049632057841,0.029589988772837472,0.04662833671928579,0.0197960927494667,-21.0,-13.0,-5.0
1,11.0,1.8012477718360174,3.547003208556177,-3.544512279175734,-1.299830722765705,2.1822461712333134,-2.126188593148175,-1.1108268125604042,-3.8960341573502646,-0.06903230561012447,0.034370142554629446,-0.017334058263381635,-0.016248465506301324,-0.026096354547968992,101.0,101.0,89.0
1,5.0,-10.147058823529406,-1.480094117647056,-13.541947989695728,-13.898467084911402,-3.553635475507711,-1.698643519075528,-3.1811471195316994,-8.009587358938568,-0.05512837583911162,-0.09179096255367614,0.0864918102582693,0.007741376389845511,0.017327961808960457,14.0,4.0,-5.0
1,3.0,9.976470588235287,0.9787858823529234,14.265152892010832,-3.3164466625297138,1.5784407465528516,2.858648372545856,-0.13765683686069963,5.240549344754065,0.04516231730807052,-0.004130739762106483,0.08055702704431977,0.03959607021384737,0.05567217439515593,-6.0,-11.0,-5.0
1,-5.0,4.187683284457478,5.751441642228734,-4.2566334948777325,-6.740164929264125,-1.8785792038085365,0.05810786387148781,-2.6944188003552405,-0.9500798812587234,-0.02038695161951465,-0.04676438444359221,-0.0770620982731563,-0.007177545108853267,-0.033939904831783,-14.0,-19.0,-5.0
1,-13.0,14.266603415559771,4.625451233396603,13.480437619124658,1.101905908348641,4.105951265193587,0.48364490001550564,0.033344038352437266,4.864968432193955,0.0356760576055099,-0.027426390855928573,0.03370071531966584,0.008350690708965769,0.02162456931214185,-155.0,-181.0,-173.0
1,1.0,-8.828631138975979,-2.150861442006274,-9.466789859548257,4.044387288075185,-2.233325157276483,-1.9745813722749492,-0.5813507117032124,-3.206178205645017,-0.03754824017390623,0.008397350037891715,-0.010887707053764184,-0.018826502721488114,-0.020755166712505657,25.0,32.0,33.0
1,5.0,4.606060606060609,7.40712727272728,-6.212255541670018,2.5813924800048653,-5.25001870759915,-2.8456023318346375,-3.5239383077071924,-3.8829388527048607,-0.03070791908460424,0.06427172070606696,0.05718878234370012,0.007398444941515647,0.038617421821653675,18.0,18.0,1.0
1,-1.0,0.38352272727273373,-0.15459999999998786,1.2944866087421758,-1.153087836101875,-0.24530286737377782,-0.33477919220272767,-0.9732634442140782,1.4610756866290444,0.01804641227642434,-0.0024131096907917815,-0.04204011076760322,0.06564683173957497,0.009259241843103228,-5.0,-8.0,-25.0
1,7.0,11.028397565922916,3.089525354969581,11.690323619189911,0.8950616903741064,1.9058384356522702,0.690781400021212,1.1662001641458115,7.429830664082196,0.06894321977091011,0.00807237932952709,-0.006534155067086322,-0.02754885903524762,0.0008873667230107074,39.0,36.0,48.0
1,-15.0,16.22977941176471,-1.1643529411764462,27.042005383685733,-13.126899578115797,11.115927745951184,1.2656206196924664,0.2723130891417114,7.0156397497053575,0.050302560316331846,-0.12785707943648056,0.044981973188207125,-0.06555672495263865,0.008363351759309245,-229.0,-237.0,-237.0
1,3.0,-2.3333333333333286,1.4818363636363614,-6.493162579128835,0.008899364833524714,1.0993705372777223,0.3004641350902837,1.3810125552096348,-3.2646081162316563,-0.018553020254023722,0.01852375211579388,0.08491519888056087,-0.06607347329411717,0.008111326749639214,5.0,-4.0,-17.0
1,-1.0,10.0,2.1175741935483927,12.082566964727008,10.49382835651403,2.062857659948704,-0.20753172012881294,1.778823081316423,4.903650481676131,0.03794376463159366,0.10254684103511807,-0.062284152006226445,0.04017570276750526,0.004430418226817112,2.0,9.0,37.0
1,-9.0,-2.1878787878787875,-0.8638836363636813,-1.5988682770153844,-2.783045769372009,-3.1677235176135574,3.454003105019339,-0.08836329942733023,1.5228819037694024,0.03706085630627726,0.0071121625075278305,0.04446748816342172,0.016544351603769547,0.06877597020096404,-83.0,-85.0,-75.0
1,-7.0,-6.625,-5.228400000000029,-1.439021038354113,-5.523725169813574,3.526811565338095,2.1890082411450766,-0.43668551231155384,-2.686375042053264,-0.018340971685219976,-0.0216337957449243,0.11565041705433976,0.0579158577476615,0.0629798721362726,-51.0,-73.0,-91.0
