Result,Seed,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP,OppSeed,OppPts,OppPos,OppOffRtg,OppDefRtg,OppNetRtg,OppAstR,OppTOR,OppTSP,OppeFGP,OppFTAR,OppORP,OppDRP,OppRP
1,4,69.28125,68.664,100.50765372393653,88.37392668546643,-8.796179123296177,14.6581173940779,9.865152052714487,51.48802982369652,0.4842608088244769,0.4383085757017795,0.3642439536193824,0.7097347276277988,0.5645974231132768,13,74.12121212121212,68.57600000000001,107.73621934993317,75.35324441658065,-2.2481287887661177,14.457900736074702,11.355987070619335,53.30764148925044,0.49235696810386437,0.30204974769537707,0.35999232861331837,0.6663694881559791,0.5149646459777988
1,8,69.46153846153847,69.37772307692306,100.29989326772488,83.9020337133455,-4.498549002373876,14.094295321996599,11.294853800636098,49.72485149889297,0.4652421520752736,0.3158867746167273,0.3814884500883643,0.7058248869529501,0.5449752843878527,9,72.63333333333334,69.87264,103.7707812040372,83.12484721196951,-3.2203878033775193,15.222993474279315,11.950918503534153,51.66681212825842,0.47059700349421285,0.2976031478546446,0.3465940822577097,0.6356109818951942,0.49536919524910644
1,2,70.59375,69.645,100.96247587663213,80.35145189589511,-5.162882269061248,13.339583586616065,10.58093696763177,48.64069694750504,0.4575854767544442,0.32177790941318174,0.4437533002397287,0.6727438493727101,0.5411579042939683,15,63.43333333333333,66.29312,96.05184076489815,77.43453223437861,-3.8140402668462206,12.106300171521253,7.765609467772427,46.76252770424578,0.4125745578139584,0.32129070739650234,0.35213522875793857,0.6498782434083604,0.4798164910058906
1,3,73.86666666666666,70.30911999999998,105.16803958529876,82.70415444632512,-4.600316377558138,14.78630081106808,11.636940802189384,53.863108281254384,0.4998763651226294,0.3770400387740131,0.40078513434932705,0.6748051147841632,0.5378402980093738,14,72.96774193548387,72.38833548387097,101.05903562069321,89.57490078149146,-4.222530480372665,13.84723758608526,10.476026298319715,50.19199647699439,0.46690238368736536,0.377499816742139,0.3723248519964296,0.6838185172474305,0.5298346163290606
1,5,68.16666666666667,66.72895999999999,102.43224737211871,85.30500278125243,-2.4066901361371005,15.607828495086773,13.77490927013203,49.74560574381582,0.4508558403023448,0.3275375646452587,0.4063291664169129,0.6211070682203911,0.49213150183674187,12,67.81818181818181,64.17280000000001,105.5373015610959,88.95836478244748,-2.850560407557354,15.630333615997452,11.813047422965537,53.17842053115933,0.47854311084939993,0.33638534456901564,0.3077256520509943,0.651711216640146,0.5075164381509683
1,5,61.61290322580645,65.04278709677418,94.68665793244435,84.49364297783121,-7.102130721127571,12.37110933206702,11.092218527906303,46.40993047921278,0.4328438567407332,0.344596079821865,0.3784688997053473,0.6406603208097171,0.5136567726665933,12,70.03125,69.5742,100.93352312943938,81.8087207673211,-2.345654357812613,15.410581429052963,12.037051541159395,52.416315518305666,0.47948953752429896,0.39710726398556656,0.3345761417778032,0.6205851328496375,0.4858788083419511
1,7,80.35483870967742,71.6804129032258,112.30207697042398,79.00903061406044,-3.386819700134972,17.704263935476746,10.508774338003274,54.45622872441082,0.5162768002085003,0.25801320540670813,0.3938889718766777,0.6630047412560176,0.5394038856966238,10,76.27586206896552,77.4455172413793,98.15742181465916,91.08610460885654,-6.022834993503289,12.990747280639237,11.710560801353955,48.718184904747574,0.44390761675010365,0.36656120938127534,0.4134638334959451,0.6261040959665504,0.5179382797575953
1,8,70.125,67.89179999999999,103.24757513764143,93.40543440989622,-4.179171548778214,14.239663944482261,14.077736548627938,53.31448956713637,0.4844254776431807,0.3049603388895364,0.33259112055173723,0.691109855298017,0.5275670598575847,9,54.71875,63.36719999999999,86.74213231051904,90.48427629112514,-11.00964603300929,12.836231735254753,11.545234510265676,45.0231877920671,0.42219858334853644,0.33090753334014883,0.35176677840142956,0.6465778816368335,0.5061687905404592
1,4,73.84375,71.20920000000001,103.49820318534542,78.29208619155611,-3.010183067349982,12.138809553133367,9.308125693353364,50.690332817505734,0.456564304475117,0.4054293667423996,0.36223120928154356,0.6568866183968037,0.5080205959554374,13,64.34482758620689,62.25964137931035,103.47041113168932,84.76688587820722,-3.084296860891957,12.529711554700087,11.494355638601343,52.666588043371256,0.49751434344497847,0.4257435871513932,0.4960611642387964,0.7052524095478941,0.5909568697797515
1,7,68.20689655172414,65.32104827586207,104.48007941507251,77.20438801477567,-4.924484520464729,15.012669392410887,9.399786319383905,49.167201719028384,0.4518581640830669,0.3500766744050215,0.36464587234586765,0.7118251290060236,0.5219323996704994,10,62.67741935483871,62.90105806451612,99.92594712194186,73.28799846750096,-4.090824115802592,13.48268604260908,9.057150777724765,50.0229831425436,0.4556516659777244,0.3717598988095203,0.37952106702050087,0.7044647700044891,0.5524653194712206
