Season,TeamID,Pts,Pos,OffRtg,DefRtg,NetRtg,AstR,TOR,TSP,eFGP,FTAR,ORP,DRP,RP
2018,3101,65.61538461538461,64.04750769230769,101.78611393047221,100.96921776594164,-14.266261812127452,14.204766959593586,12.426302975707728,53.152334210613134,0.49418249960815697,0.3057796987560649,0.37548326871212834,0.6089663416834014,0.5050669902307946
2018,3102,54.4,66.43328,82.09974346930356,92.37208631835246,-14.010763283337525,12.098167508887714,10.8664381872451,42.69212286356306,0.38863243889634536,0.3102088543973919,0.3094386651456385,0.681481196433214,0.4673269988995451
2018,3103,62.37931034482759,71.88744827586207,87.11383573704784,96.26516916996465,-16.000342557619824,12.982667265362375,11.387195319176822,45.82966164007721,0.4305659733497703,0.26720068317334916,0.25861763692944556,0.6757013652123492,0.4992646853724241
2018,3104,67.8,67.32288,100.53843521555537,95.6490785954172,-7.6732736158016275,12.197078804058583,11.398319511528648,49.53515191062004,0.43926714011291695,0.38509576715212607,0.36879239137217346,0.6893643795002642,0.515007287042061
2018,3105,55.44827586206897,68.09644137931032,81.64409968428603,90.11309642332829,-15.022496151903221,12.686574347134162,11.114225220525338,41.06129834446745,0.38992665808852656,0.22293414449696614,0.35641722367300277,0.7005792100304117,0.4941639900960294
2018,3106,49.58620689655172,66.63459310344828,75.64758600968256,104.16934466994037,-33.46153068300427,10.581936974759007,9.529364872585022,40.1275422153682,0.3914010406275788,0.40771807421471484,0.35418459104881267,0.6347627950349696,0.512875424377582
2018,3107,68.25806451612904,69.15220645161291,98.905738484325,85.7053550258421,-3.517644261463724,14.660938552464971,12.746334704247003,49.24129869283258,0.45321673757477227,0.2976501567877638,0.39506897336948316,0.664501099509431,0.5172906436974383
2018,3108,66.62962962962963,73.41226666666665,91.02548562122239,96.93053575722823,-11.902527765762764,11.132492910393955,11.059025940179207,46.986058324607576,0.4180729616458834,0.3000148641135588,0.32913042768630446,0.6184603383830295,0.4352602957240585
2018,3110,62.78125,65.00880000000001,96.47689376252012,85.185217123506,-6.733496348724843,15.731926957710414,10.86010577749092,49.07762089685878,0.4565892331060666,0.31255919739782534,0.2566596471057163,0.6690813532244696,0.4757844670173244
2018,3111,53.354838709677416,66.02322580645162,80.73406840970864,99.76769005054841,-23.859135554329466,11.872323021468048,11.337189786017033,42.42194209629107,0.4191535303140593,0.31753167411148187,0.3663572191744115,0.6730606604883727,0.5207893780230001
2018,3112,53.0,63.91999999999997,82.18044011777646,110.16296991938424,-33.186503137686486,11.409180464437954,10.723099283545606,42.02204194219027,0.4164729821057448,0.24936523644674227,0.26414988815854984,0.6293736764907644,0.4753945420771144
2018,3113,67.81818181818181,62.324945454545436,108.4612076776933,91.99731631958443,-6.170807512547881,16.812735203237008,12.144612363550278,51.554590431668146,0.4836822358304418,0.26142920074720455,0.36550674651082904,0.7480087389070089,0.5349789186038162
2018,3114,58.625,61.23180000000001,95.67608586835301,85.10643775210185,-8.464197390115304,15.112697129329042,10.02545511351688,48.31662259755365,0.46051104726536435,0.26001499211506546,0.34777613525893897,0.6962064393721006,0.5171894968294434
2018,3115,49.7037037037037,69.11146666666666,71.91291427691498,101.0866162231289,-30.21006898637829,11.023128852741372,10.608922898076706,39.34173211913781,0.38142254191029756,0.4099539067606165,0.326302381541653,0.6488406479253546,0.512731389449015
2018,3116,66.51612903225806,70.13140645161289,94.9171104969121,101.00719221547325,-18.39530716613402,12.274507719548287,11.460280950193699,44.94088117145597,0.42369304886492387,0.24252175072077195,0.2898982100617718,0.6528086144646914,0.4737041610576508
2018,3117,63.8,69.46112000000001,91.96916322554917,100.21656986444559,-16.296644937353083,11.771014183547184,10.967005999194104,46.38073513455012,0.43672851107961697,0.3377912484699793,0.34680977117097406,0.6300298637597493,0.48729921026416767
2018,3119,58.13333333333333,65.42336000000002,89.08827781392256,89.62790196443834,-11.463874695551299,12.525261382747471,10.572493832676484,43.43797561302267,0.40379860043271143,0.3225929613238173,0.3778536680817171,0.7161117930058051,0.5043241764541829
2018,3120,60.357142857142854,66.16251428571428,91.34122284479338,94.27629259373882,-10.775345918730165,11.379344925520499,11.10607179833072,45.46439045202828,0.4325620569087261,0.2732198233376439,0.3710029465292491,0.6310016013902278,0.46859642070351776
2018,3122,62.107142857142854,65.56045714285715,94.88362706707478,98.2090668570528,-12.716186171603342,11.887952584206502,11.856583684208319,48.74344083877832,0.43700875319126364,0.33899987065626325,0.30952306414955466,0.6819894682464395,0.4941205357777398
2018,3123,78.55172413793103,73.99878620689655,106.14357534489882,87.35603808313326,-3.1176037135854195,16.64019093461509,12.60526454638291,53.107825934133864,0.5088308070913864,0.3404461982217592,0.32299922445953244,0.6966481846177913,0.5119286829220434
2018,3124,86.28125,69.71939999999998,123.77567401823067,84.95090875616586,-1.098186674163621,18.6506165166637,10.077722501611122,57.928353902515674,0.5494025884911449,0.30573398231874627,0.42791358788021033,0.7663202276213629,0.6141090680545521
2018,3125,77.78787878787878,64.70341818181818,120.20641749358178,78.17347632636633,-2.1561618734902366,18.522250838907045,11.374026641966152,57.74220607482279,0.5464873433569649,0.28600785544812,0.36297404543591766,0.7284849096438694,0.5637716172478145
2018,3126,62.464285714285715,66.90171428571429,93.62433743111295,74.9168576048061,-4.352417657516366,14.52611080185718,10.96121727169779,48.269815162255384,0.45146883139257443,0.3578271443030136,0.3262471756921996,0.684122331688061,0.5150287414991832
2018,3127,62.44827586206897,67.01726896551725,93.34208626159042,83.98071044966542,-5.6902721413059325,12.055094115580085,11.945925747933646,47.37583841676762,0.43552037695531065,0.28376398316582885,0.29907391244100445,0.6791466999007393,0.5073963065618521
2018,3129,68.43333333333334,65.46304,104.24576060083822,87.92963108949002,-4.270455673234362,15.44183053242234,11.571831764870247,53.096972438130045,0.49474331363099266,0.2500108200287262,0.3670247140032877,0.6866659743979793,0.5333719369787767
2018,3130,58.233333333333334,66.17472,87.85986578933624,101.85724686205073,-19.948762283256503,13.692739686680628,12.540930164565829,49.37134955252782,0.45827503319340723,0.2698663581406423,0.22826424836136738,0.6634438459087625,0.5065875648219215
2018,3131,53.51724137931034,65.21313103448276,81.67993073135514,96.83906069496213,-18.58353752635265,13.009491970152792,12.230329929013402,43.891592364578464,0.44336970967321016,0.3632372127972522,0.34357099249836387,0.658660813704661,0.5054738280401831
2018,3132,62.03448275862069,67.82499310344828,91.77593247040338,103.60710297460221,-18.767667001101398,9.900814890273477,10.134234052265198,46.76356843274896,0.4340987802176106,0.2940728828479841,0.2968910632844571,0.7010381814609719,0.4862415466716447
2018,3133,64.2,66.63232,95.90613577571379,94.26572446739647,-11.570461696857357,14.623427386278989,11.730920207285786,47.875433793942,0.449639738179365,0.2988806003711657,0.30336431273308134,0.7205502157790911,0.5134119393830816
2018,3135,72.65384615384616,72.53095384615384,99.83774897375393,99.17490359200302,-11.931498664914837,14.042072837032423,12.540369109482613,49.81497553265224,0.47681587804929515,0.24021475945547713,0.2770120877240449,0.6686236562329946,0.5068286520960613
2018,3136,55.93333333333333,69.8752,80.30768737298506,98.11686699953408,-20.89035061931668,11.930304106917058,11.602047679522686,41.94464551500667,0.41281729775532106,0.37025301988923165,0.3478027442538097,0.6916492255006942,0.5202632099261967
2018,3137,62.83870967741935,65.46952258064516,96.15430933501653,84.4539136898766,-5.742712347866962,13.242860956084545,11.832430841127795,50.94798503666931,0.4669745006070723,0.3575467063991282,0.34521714013075655,0.7307678714755481,0.5442658453589005
2018,3138,77.40625,73.92600000000002,105.16939493836165,83.93081260340267,-2.142284671030831,16.734928196581865,12.153837533630943,51.40363654931798,0.48074844639519443,0.29248023660567785,0.36096803945936856,0.6863894535578526,0.5248829150895348
2018,3139,60.65625,66.03779999999999,91.93827392300422,100.86952641840536,-16.461228015520494,14.04424393106111,12.675170107818257,47.53788429805723,0.46414286329712945,0.2855181743449971,0.3258193344574445,0.7052232037786936,0.5238060266126054
